,Name,Mileage,Rating,Reviews Count,Dealer Name,Price
347,2019 Audi Q8 3.0T Premium,"29,213 mi.",4.9,(591 reviews),Novak Motors,"$67,574"
348,2018 Audi S6 4.0T Premium Plus,"14,701 mi.",4.6,(39 reviews),DARCARS Lexus of Greenwich,"$56,372"
349,2016 Audi Q5 2.0T Premium Plus,"49,798 mi.",4.2,(307 reviews),NYC Motor Cars,"$22,980"
350,2014 Audi Q5 2.0T Premium Plus,"64,307 mi.",4.4,(6 reviews),Platinum Motors,"$21,474"
351,2018 Audi Q7 3.0T Premium Plus,"60,126 mi.",3.9,(268 reviews),Audi Brooklyn,"$41,777"
352,2018 Audi A3 2.0T Premium,"13,956 mi.",4.9,(48 reviews),EchoPark Automotive Las Vegas,"$30,339"
353,2021 Audi e-tron Premium,"16,313 mi.",5.0,"(1,091 reviews)",Audi Lakeland,"$65,498"
354,2018 Audi Q5 2.0T Premium,"21,143 mi.",4.6,(774 reviews),Audi Grapevine,"$37,000"
355,2011 Audi R8 4.2 quattro Spyder,"27,565 mi.",5.0,(2 reviews),European Exotic Center,"$89,995"
356,2019 Audi Q8 3.0T Premium,"12,451 mi.",4.4,(83 reviews),Perillo Downers Grove,"$75,929"
357,2018 Audi RS 3 2.5T,"32,483 mi.",4.4,(63 reviews),Kelly Motorcars,"$65,977"
358,2011 Audi R8 5.2 quattro Spyder,"53,376 mi.",4.1,(297 reviews),Leesburg Auto Import,"$92,987"
359,2018 Audi Q5 2.0T Tech Premium,"18,267 mi.",4.6,(546 reviews),AutoNation Toyota Spokane Valley,"$39,676"
360,2021 Audi Q8 55 Premium,"10,950 mi.",4.8,"(4,547 reviews)",Motor Werks - Barrington Auto Mall,"$84,991"
361,2015 Audi A6 2.0T Premium Plus,"68,672 mi.",4.6,(39 reviews),Platinum Motor Cars,"$24,990"
362,2018 Audi Q7 3.0T Premium Plus,"28,579 mi.",3.9,(268 reviews),Audi Brooklyn,"$43,990"
363,2021 Audi e-tron Premium,"3,818 mi.",5.0,"(1,091 reviews)",Audi Lakeland,"$67,998"
364,2016 Audi A6 3.0T Premium Plus,"52,001 mi.",4.6,(584 reviews),Toyota of Gastonia,"$28,699"
365,2021 Audi RS Q8 4.0T quattro,"4,169 mi.",4.7,"(1,109 reviews)",BMW of Freeport,"$149,943"
366,2019 Audi Q8 3.0T Premium,"29,213 mi.",4.9,(591 reviews),Novak Motors,"$67,574"
367,2018 Audi S6 4.0T Premium Plus,"14,701 mi.",4.6,(39 reviews),DARCARS Lexus of Greenwich,"$56,372"
368,2016 Audi Q5 2.0T Premium Plus,"49,798 mi.",4.2,(307 reviews),NYC Motor Cars,"$22,980"
369,2014 Audi Q5 2.0T Premium Plus,"64,307 mi.",4.4,(6 reviews),Platinum Motors,"$21,474"
370,2018 Audi Q7 3.0T Premium Plus,"60,126 mi.",3.9,(268 reviews),Audi Brooklyn,"$41,777"
371,2018 Audi A3 2.0T Premium,"13,956 mi.",4.9,(48 reviews),EchoPark Automotive Las Vegas,"$30,339"
372,2021 Audi e-tron Premium,"16,313 mi.",5.0,"(1,091 reviews)",Audi Lakeland,"$65,498"
373,2018 Audi Q5 2.0T Premium,"21,143 mi.",4.6,(774 reviews),Audi Grapevine,"$37,000"
374,2011 Audi R8 4.2 quattro Spyder,"27,565 mi.",5.0,(2 reviews),European Exotic Center,"$89,995"
375,2019 Audi Q8 3.0T Premium,"12,451 mi.",4.4,(83 reviews),Perillo Downers Grove,"$75,929"
376,2018 Audi RS 3 2.5T,"32,483 mi.",4.4,(63 reviews),Kelly Motorcars,"$65,977"
377,2011 Audi R8 5.2 quattro Spyder,"53,376 mi.",4.1,(297 reviews),Leesburg Auto Import,"$92,987"
378,2018 Audi Q5 2.0T Tech Premium,"18,267 mi.",4.6,(546 reviews),AutoNation Toyota Spokane Valley,"$39,676"
379,2021 Audi Q8 55 Premium,"10,950 mi.",4.8,"(4,547 reviews)",Motor Werks - Barrington Auto Mall,"$84,991"
380,2015 Audi A6 2.0T Premium Plus,"68,672 mi.",4.6,(39 reviews),Platinum Motor Cars,"$24,990"
381,2018 Audi Q7 3.0T Premium Plus,"28,579 mi.",3.9,(268 reviews),Audi Brooklyn,"$43,990"
382,2021 Audi e-tron Premium,"3,818 mi.",5.0,"(1,091 reviews)",Audi Lakeland,"$67,998"
383,2016 Audi A6 3.0T Premium Plus,"52,001 mi.",4.6,(584 reviews),Toyota of Gastonia,"$28,699"
384,2021 Audi RS Q8 4.0T quattro,"4,169 mi.",4.7,"(1,109 reviews)",BMW of Freeport,"$149,943"
385,2019 Audi Q8 3.0T Premium,"29,213 mi.",4.9,(591 reviews),Novak Motors,"$67,574"
386,2018 Audi S6 4.0T Premium Plus,"14,701 mi.",4.6,(39 reviews),DARCARS Lexus of Greenwich,"$56,372"
387,2016 Audi Q5 2.0T Premium Plus,"49,798 mi.",4.2,(307 reviews),NYC Motor Cars,"$22,980"
388,2014 Audi Q5 2.0T Premium Plus,"64,307 mi.",4.4,(6 reviews),Platinum Motors,"$21,474"
389,2018 Audi Q7 3.0T Premium Plus,"60,126 mi.",3.9,(268 reviews),Audi Brooklyn,"$41,777"
390,2018 Audi A3 2.0T Premium,"13,956 mi.",4.9,(48 reviews),EchoPark Automotive Las Vegas,"$30,339"
391,2021 Audi e-tron Premium,"16,313 mi.",5.0,"(1,091 reviews)",Audi Lakeland,"$65,498"
392,2018 Audi Q5 2.0T Premium,"21,143 mi.",4.6,(774 reviews),Audi Grapevine,"$37,000"
393,2011 Audi R8 4.2 quattro Spyder,"27,565 mi.",5.0,(2 reviews),European Exotic Center,"$89,995"
394,2019 Audi Q8 3.0T Premium,"12,451 mi.",4.4,(83 reviews),Perillo Downers Grove,"$75,929"
395,2018 Audi RS 3 2.5T,"32,483 mi.",4.4,(63 reviews),Kelly Motorcars,"$65,977"
396,2011 Audi R8 5.2 quattro Spyder,"53,376 mi.",4.1,(297 reviews),Leesburg Auto Import,"$92,987"
397,2018 Audi Q5 2.0T Tech Premium,"18,267 mi.",4.6,(546 reviews),AutoNation Toyota Spokane Valley,"$39,676"
398,2021 Audi Q8 55 Premium,"10,950 mi.",4.8,"(4,547 reviews)",Motor Werks - Barrington Auto Mall,"$84,991"
399,2015 Audi A6 2.0T Premium Plus,"68,672 mi.",4.6,(39 reviews),Platinum Motor Cars,"$24,990"
400,2018 Audi Q7 3.0T Premium Plus,"28,579 mi.",3.9,(268 reviews),Audi Brooklyn,"$43,990"
401,2021 Audi e-tron Premium,"3,818 mi.",5.0,"(1,091 reviews)",Audi Lakeland,"$67,998"
402,2016 Audi A6 3.0T Premium Plus,"52,001 mi.",4.6,(584 reviews),Toyota of Gastonia,"$28,699"
403,2021 Audi RS Q8 4.0T quattro,"4,169 mi.",4.7,"(1,109 reviews)",BMW of Freeport,"$149,943"
404,2019 Audi Q8 3.0T Premium,"29,213 mi.",4.9,(591 reviews),Novak Motors,"$67,574"
405,2018 Audi S6 4.0T Premium Plus,"14,701 mi.",4.6,(39 reviews),DARCARS Lexus of Greenwich,"$56,372"
406,2016 Audi Q5 2.0T Premium Plus,"49,798 mi.",4.2,(307 reviews),NYC Motor Cars,"$22,980"
407,2014 Audi Q5 2.0T Premium Plus,"64,307 mi.",4.4,(6 reviews),Platinum Motors,"$21,474"
408,2018 Audi Q7 3.0T Premium Plus,"60,126 mi.",3.9,(268 reviews),Audi Brooklyn,"$41,777"
409,2018 Audi A3 2.0T Premium,"13,956 mi.",4.9,(48 reviews),EchoPark Automotive Las Vegas,"$30,339"
410,2021 Audi e-tron Premium,"16,313 mi.",5.0,"(1,091 reviews)",Audi Lakeland,"$65,498"
411,2018 Audi Q5 2.0T Premium,"21,143 mi.",4.6,(774 reviews),Audi Grapevine,"$37,000"
412,2011 Audi R8 4.2 quattro Spyder,"27,565 mi.",5.0,(2 reviews),European Exotic Center,"$89,995"
413,2019 Audi Q8 3.0T Premium,"12,451 mi.",4.4,(83 reviews),Perillo Downers Grove,"$75,929"
414,2018 Audi RS 3 2.5T,"32,483 mi.",4.4,(63 reviews),Kelly Motorcars,"$65,977"
415,2011 Audi R8 5.2 quattro Spyder,"53,376 mi.",4.1,(297 reviews),Leesburg Auto Import,"$92,987"
416,2018 Audi Q5 2.0T Tech Premium,"18,267 mi.",4.6,(546 reviews),AutoNation Toyota Spokane Valley,"$39,676"
417,2021 Audi Q8 55 Premium,"10,950 mi.",4.8,"(4,547 reviews)",Motor Werks - Barrington Auto Mall,"$84,991"
418,2015 Audi A6 2.0T Premium Plus,"68,672 mi.",4.6,(39 reviews),Platinum Motor Cars,"$24,990"
419,2018 Audi Q7 3.0T Premium Plus,"28,579 mi.",3.9,(268 reviews),Audi Brooklyn,"$43,990"
420,2021 Audi e-tron Premium,"3,818 mi.",5.0,"(1,091 reviews)",Audi Lakeland,"$67,998"
421,2016 Audi A6 3.0T Premium Plus,"52,001 mi.",4.6,(584 reviews),Toyota of Gastonia,"$28,699"
422,2021 Audi RS Q8 4.0T quattro,"4,169 mi.",4.7,"(1,109 reviews)",BMW of Freeport,"$149,943"
423,2019 Audi Q8 3.0T Premium,"29,213 mi.",4.9,(591 reviews),Novak Motors,"$67,574"
424,2018 Audi S6 4.0T Premium Plus,"14,701 mi.",4.6,(39 reviews),DARCARS Lexus of Greenwich,"$56,372"
425,2016 Audi Q5 2.0T Premium Plus,"49,798 mi.",4.2,(307 reviews),NYC Motor Cars,"$22,980"
426,2014 Audi Q5 2.0T Premium Plus,"64,307 mi.",4.4,(6 reviews),Platinum Motors,"$21,474"
427,2018 Audi Q7 3.0T Premium Plus,"60,126 mi.",3.9,(268 reviews),Audi Brooklyn,"$41,777"
428,2018 Audi A3 2.0T Premium,"13,956 mi.",4.9,(48 reviews),EchoPark Automotive Las Vegas,"$30,339"
429,2021 Audi e-tron Premium,"16,313 mi.",5.0,"(1,091 reviews)",Audi Lakeland,"$65,498"
430,2018 Audi Q5 2.0T Premium,"21,143 mi.",4.6,(774 reviews),Audi Grapevine,"$37,000"
431,2011 Audi R8 4.2 quattro Spyder,"27,565 mi.",5.0,(2 reviews),European Exotic Center,"$89,995"
432,2019 Audi Q8 3.0T Premium,"12,451 mi.",4.4,(83 reviews),Perillo Downers Grove,"$75,929"
433,2018 Audi RS 3 2.5T,"32,483 mi.",4.4,(63 reviews),Kelly Motorcars,"$65,977"
434,2011 Audi R8 5.2 quattro Spyder,"53,376 mi.",4.1,(297 reviews),Leesburg Auto Import,"$92,987"
435,2018 Audi Q5 2.0T Tech Premium,"18,267 mi.",4.6,(546 reviews),AutoNation Toyota Spokane Valley,"$39,676"
436,2021 Audi Q8 55 Premium,"10,950 mi.",4.8,"(4,547 reviews)",Motor Werks - Barrington Auto Mall,"$84,991"
437,2015 Audi A6 2.0T Premium Plus,"68,672 mi.",4.6,(39 reviews),Platinum Motor Cars,"$24,990"
438,2018 Audi Q7 3.0T Premium Plus,"28,579 mi.",3.9,(268 reviews),Audi Brooklyn,"$43,990"
439,2021 Audi e-tron Premium,"3,818 mi.",5.0,"(1,091 reviews)",Audi Lakeland,"$67,998"
440,2016 Audi A6 3.0T Premium Plus,"52,001 mi.",4.6,(584 reviews),Toyota of Gastonia,"$28,699"
441,2021 Audi RS Q8 4.0T quattro,"4,169 mi.",4.7,"(1,109 reviews)",BMW of Freeport,"$149,943"
442,2019 Audi Q8 3.0T Premium,"29,213 mi.",4.9,(591 reviews),Novak Motors,"$67,574"
443,2018 Audi S6 4.0T Premium Plus,"14,701 mi.",4.6,(39 reviews),DARCARS Lexus of Greenwich,"$56,372"
444,2016 Audi Q5 2.0T Premium Plus,"49,798 mi.",4.2,(307 reviews),NYC Motor Cars,"$22,980"
445,2014 Audi Q5 2.0T Premium Plus,"64,307 mi.",4.4,(6 reviews),Platinum Motors,"$21,474"
446,2018 Audi Q7 3.0T Premium Plus,"60,126 mi.",3.9,(268 reviews),Audi Brooklyn,"$41,777"
447,2018 Audi A3 2.0T Premium,"13,956 mi.",4.9,(48 reviews),EchoPark Automotive Las Vegas,"$30,339"
448,2021 Audi e-tron Premium,"16,313 mi.",5.0,"(1,091 reviews)",Audi Lakeland,"$65,498"
449,2018 Audi Q5 2.0T Premium,"21,143 mi.",4.6,(774 reviews),Audi Grapevine,"$37,000"
450,2011 Audi R8 4.2 quattro Spyder,"27,565 mi.",5.0,(2 reviews),European Exotic Center,"$89,995"
451,2019 Audi Q8 3.0T Premium,"12,451 mi.",4.4,(83 reviews),Perillo Downers Grove,"$75,929"
452,2018 Audi RS 3 2.5T,"32,483 mi.",4.4,(63 reviews),Kelly Motorcars,"$65,977"
453,2011 Audi R8 5.2 quattro Spyder,"53,376 mi.",4.1,(297 reviews),Leesburg Auto Import,"$92,987"
454,2018 Audi Q5 2.0T Tech Premium,"18,267 mi.",4.6,(546 reviews),AutoNation Toyota Spokane Valley,"$39,676"
455,2021 Audi Q8 55 Premium,"10,950 mi.",4.8,"(4,547 reviews)",Motor Werks - Barrington Auto Mall,"$84,991"
456,2015 Audi A6 2.0T Premium Plus,"68,672 mi.",4.6,(39 reviews),Platinum Motor Cars,"$24,990"
457,2018 Audi Q7 3.0T Premium Plus,"28,579 mi.",3.9,(268 reviews),Audi Brooklyn,"$43,990"
458,2021 Audi e-tron Premium,"3,818 mi.",5.0,"(1,091 reviews)",Audi Lakeland,"$67,998"
459,2016 Audi A6 3.0T Premium Plus,"52,001 mi.",4.6,(584 reviews),Toyota of Gastonia,"$28,699"
460,2021 Audi RS Q8 4.0T quattro,"4,169 mi.",4.7,"(1,109 reviews)",BMW of Freeport,"$149,943"
461,2019 Audi Q8 3.0T Premium,"29,213 mi.",4.9,(591 reviews),Novak Motors,"$67,574"
462,2018 Audi S6 4.0T Premium Plus,"14,701 mi.",4.6,(39 reviews),DARCARS Lexus of Greenwich,"$56,372"
463,2016 Audi Q5 2.0T Premium Plus,"49,798 mi.",4.2,(307 reviews),NYC Motor Cars,"$22,980"
464,2014 Audi Q5 2.0T Premium Plus,"64,307 mi.",4.4,(6 reviews),Platinum Motors,"$21,474"
465,2018 Audi Q7 3.0T Premium Plus,"60,126 mi.",3.9,(268 reviews),Audi Brooklyn,"$41,777"
466,2018 Audi A3 2.0T Premium,"13,956 mi.",4.9,(48 reviews),EchoPark Automotive Las Vegas,"$30,339"
467,2021 Audi e-tron Premium,"16,313 mi.",5.0,"(1,091 reviews)",Audi Lakeland,"$65,498"
468,2018 Audi Q5 2.0T Premium,"21,143 mi.",4.6,(774 reviews),Audi Grapevine,"$37,000"
469,2011 Audi R8 4.2 quattro Spyder,"27,565 mi.",5.0,(2 reviews),European Exotic Center,"$89,995"
470,2019 Audi Q8 3.0T Premium,"12,451 mi.",4.4,(83 reviews),Perillo Downers Grove,"$75,929"
471,2018 Audi RS 3 2.5T,"32,483 mi.",4.4,(63 reviews),Kelly Motorcars,"$65,977"
472,2011 Audi R8 5.2 quattro Spyder,"53,376 mi.",4.1,(297 reviews),Leesburg Auto Import,"$92,987"
473,2018 Audi Q5 2.0T Tech Premium,"18,267 mi.",4.6,(546 reviews),AutoNation Toyota Spokane Valley,"$39,676"
474,2021 Audi Q8 55 Premium,"10,950 mi.",4.8,"(4,547 reviews)",Motor Werks - Barrington Auto Mall,"$84,991"
475,2015 Audi A6 2.0T Premium Plus,"68,672 mi.",4.6,(39 reviews),Platinum Motor Cars,"$24,990"
476,2018 Audi Q7 3.0T Premium Plus,"28,579 mi.",3.9,(268 reviews),Audi Brooklyn,"$43,990"
477,2021 Audi e-tron Premium,"3,818 mi.",5.0,"(1,091 reviews)",Audi Lakeland,"$67,998"
478,2016 Audi A6 3.0T Premium Plus,"52,001 mi.",4.6,(584 reviews),Toyota of Gastonia,"$28,699"
479,2021 Audi RS Q8 4.0T quattro,"4,169 mi.",4.7,"(1,109 reviews)",BMW of Freeport,"$149,943"
480,2019 Audi Q8 3.0T Premium,"29,213 mi.",4.9,(591 reviews),Novak Motors,"$67,574"
481,2018 Audi S6 4.0T Premium Plus,"14,701 mi.",4.6,(39 reviews),DARCARS Lexus of Greenwich,"$56,372"
482,2016 Audi Q5 2.0T Premium Plus,"49,798 mi.",4.2,(307 reviews),NYC Motor Cars,"$22,980"
483,2014 Audi Q5 2.0T Premium Plus,"64,307 mi.",4.4,(6 reviews),Platinum Motors,"$21,474"
484,2018 Audi Q7 3.0T Premium Plus,"60,126 mi.",3.9,(268 reviews),Audi Brooklyn,"$41,777"
485,2018 Audi A3 2.0T Premium,"13,956 mi.",4.9,(48 reviews),EchoPark Automotive Las Vegas,"$30,339"
486,2021 Audi e-tron Premium,"16,313 mi.",5.0,"(1,091 reviews)",Audi Lakeland,"$65,498"
487,2018 Audi Q5 2.0T Premium,"21,143 mi.",4.6,(774 reviews),Audi Grapevine,"$37,000"
488,2011 Audi R8 4.2 quattro Spyder,"27,565 mi.",5.0,(2 reviews),European Exotic Center,"$89,995"
489,2019 Audi Q8 3.0T Premium,"12,451 mi.",4.4,(83 reviews),Perillo Downers Grove,"$75,929"
490,2018 Audi RS 3 2.5T,"32,483 mi.",4.4,(63 reviews),Kelly Motorcars,"$65,977"
491,2011 Audi R8 5.2 quattro Spyder,"53,376 mi.",4.1,(297 reviews),Leesburg Auto Import,"$92,987"
492,2018 Audi Q5 2.0T Tech Premium,"18,267 mi.",4.6,(546 reviews),AutoNation Toyota Spokane Valley,"$39,676"
493,2021 Audi Q8 55 Premium,"10,950 mi.",4.8,"(4,547 reviews)",Motor Werks - Barrington Auto Mall,"$84,991"
494,2015 Audi A6 2.0T Premium Plus,"68,672 mi.",4.6,(39 reviews),Platinum Motor Cars,"$24,990"
495,2018 Audi Q7 3.0T Premium Plus,"28,579 mi.",3.9,(268 reviews),Audi Brooklyn,"$43,990"
496,2021 Audi e-tron Premium,"3,818 mi.",5.0,"(1,091 reviews)",Audi Lakeland,"$67,998"
497,2016 Audi A6 3.0T Premium Plus,"52,001 mi.",4.6,(584 reviews),Toyota of Gastonia,"$28,699"
498,2021 Audi RS Q8 4.0T quattro,"4,169 mi.",4.7,"(1,109 reviews)",BMW of Freeport,"$149,943"
499,2019 Audi Q8 3.0T Premium,"29,213 mi.",4.9,(591 reviews),Novak Motors,"$67,574"
500,2018 Audi S6 4.0T Premium Plus,"14,701 mi.",4.6,(39 reviews),DARCARS Lexus of Greenwich,"$56,372"
501,2016 Audi Q5 2.0T Premium Plus,"49,798 mi.",4.2,(307 reviews),NYC Motor Cars,"$22,980"
502,2014 Audi Q5 2.0T Premium Plus,"64,307 mi.",4.4,(6 reviews),Platinum Motors,"$21,474"
503,2018 Audi Q7 3.0T Premium Plus,"60,126 mi.",3.9,(268 reviews),Audi Brooklyn,"$41,777"
504,2018 Audi A3 2.0T Premium,"13,956 mi.",4.9,(48 reviews),EchoPark Automotive Las Vegas,"$30,339"
505,2021 Audi e-tron Premium,"16,313 mi.",5.0,"(1,091 reviews)",Audi Lakeland,"$65,498"
506,2018 Audi Q5 2.0T Premium,"21,143 mi.",4.6,(774 reviews),Audi Grapevine,"$37,000"
507,2011 Audi R8 4.2 quattro Spyder,"27,565 mi.",5.0,(2 reviews),European Exotic Center,"$89,995"
508,2019 Audi Q8 3.0T Premium,"12,451 mi.",4.4,(83 reviews),Perillo Downers Grove,"$75,929"
509,2018 Audi RS 3 2.5T,"32,483 mi.",4.4,(63 reviews),Kelly Motorcars,"$65,977"
510,2011 Audi R8 5.2 quattro Spyder,"53,376 mi.",4.1,(297 reviews),Leesburg Auto Import,"$92,987"
511,2018 Audi Q5 2.0T Tech Premium,"18,267 mi.",4.6,(546 reviews),AutoNation Toyota Spokane Valley,"$39,676"
512,2021 Audi Q8 55 Premium,"10,950 mi.",4.8,"(4,547 reviews)",Motor Werks - Barrington Auto Mall,"$84,991"
513,2015 Audi A6 2.0T Premium Plus,"68,672 mi.",4.6,(39 reviews),Platinum Motor Cars,"$24,990"
514,2018 Audi Q7 3.0T Premium Plus,"28,579 mi.",3.9,(268 reviews),Audi Brooklyn,"$43,990"
515,2021 Audi e-tron Premium,"3,818 mi.",5.0,"(1,091 reviews)",Audi Lakeland,"$67,998"
516,2016 Audi A6 3.0T Premium Plus,"52,001 mi.",4.6,(584 reviews),Toyota of Gastonia,"$28,699"
517,2021 Audi RS Q8 4.0T quattro,"4,169 mi.",4.7,"(1,109 reviews)",BMW of Freeport,"$149,943"
518,2019 Audi Q8 3.0T Premium,"29,213 mi.",4.9,(591 reviews),Novak Motors,"$67,574"
519,2018 Audi S6 4.0T Premium Plus,"14,701 mi.",4.6,(39 reviews),DARCARS Lexus of Greenwich,"$56,372"
520,2016 Audi Q5 2.0T Premium Plus,"49,798 mi.",4.2,(307 reviews),NYC Motor Cars,"$22,980"
521,2014 Audi Q5 2.0T Premium Plus,"64,307 mi.",4.4,(6 reviews),Platinum Motors,"$21,474"
522,2018 Audi Q7 3.0T Premium Plus,"60,126 mi.",3.9,(268 reviews),Audi Brooklyn,"$41,777"
523,2018 Audi A3 2.0T Premium,"13,956 mi.",4.9,(48 reviews),EchoPark Automotive Las Vegas,"$30,339"
524,2021 Audi e-tron Premium,"16,313 mi.",5.0,"(1,091 reviews)",Audi Lakeland,"$65,498"
525,2018 Audi Q5 2.0T Premium,"21,143 mi.",4.6,(774 reviews),Audi Grapevine,"$37,000"
526,2011 Audi R8 4.2 quattro Spyder,"27,565 mi.",5.0,(2 reviews),European Exotic Center,"$89,995"
527,2019 Audi Q8 3.0T Premium,"12,451 mi.",4.4,(83 reviews),Perillo Downers Grove,"$75,929"
528,2018 Audi RS 3 2.5T,"32,483 mi.",4.4,(63 reviews),Kelly Motorcars,"$65,977"
529,2011 Audi R8 5.2 quattro Spyder,"53,376 mi.",4.1,(297 reviews),Leesburg Auto Import,"$92,987"
530,2018 Audi Q5 2.0T Tech Premium,"18,267 mi.",4.6,(546 reviews),AutoNation Toyota Spokane Valley,"$39,676"
531,2021 Audi Q8 55 Premium,"10,950 mi.",4.8,"(4,547 reviews)",Motor Werks - Barrington Auto Mall,"$84,991"
532,2015 Audi A6 2.0T Premium Plus,"68,672 mi.",4.6,(39 reviews),Platinum Motor Cars,"$24,990"
533,2018 Audi Q7 3.0T Premium Plus,"28,579 mi.",3.9,(268 reviews),Audi Brooklyn,"$43,990"
534,2021 Audi e-tron Premium,"3,818 mi.",5.0,"(1,091 reviews)",Audi Lakeland,"$67,998"
535,2016 Audi A6 3.0T Premium Plus,"52,001 mi.",4.6,(584 reviews),Toyota of Gastonia,"$28,699"
536,2021 Audi RS Q8 4.0T quattro,"4,169 mi.",4.7,"(1,109 reviews)",BMW of Freeport,"$149,943"
537,2019 Audi Q8 3.0T Premium,"29,213 mi.",4.9,(591 reviews),Novak Motors,"$67,574"
538,2018 Audi S6 4.0T Premium Plus,"14,701 mi.",4.6,(39 reviews),DARCARS Lexus of Greenwich,"$56,372"
539,2016 Audi Q5 2.0T Premium Plus,"49,798 mi.",4.2,(307 reviews),NYC Motor Cars,"$22,980"
540,2014 Audi Q5 2.0T Premium Plus,"64,307 mi.",4.4,(6 reviews),Platinum Motors,"$21,474"
541,2018 Audi Q7 3.0T Premium Plus,"60,126 mi.",3.9,(268 reviews),Audi Brooklyn,"$41,777"
542,2018 Audi A3 2.0T Premium,"13,956 mi.",4.9,(48 reviews),EchoPark Automotive Las Vegas,"$30,339"
543,2021 Audi e-tron Premium,"16,313 mi.",5.0,"(1,091 reviews)",Audi Lakeland,"$65,498"
544,2018 Audi Q5 2.0T Premium,"21,143 mi.",4.6,(774 reviews),Audi Grapevine,"$37,000"
545,2011 Audi R8 4.2 quattro Spyder,"27,565 mi.",5.0,(2 reviews),European Exotic Center,"$89,995"
546,2019 Audi Q8 3.0T Premium,"12,451 mi.",4.4,(83 reviews),Perillo Downers Grove,"$75,929"
547,2018 Audi RS 3 2.5T,"32,483 mi.",4.4,(63 reviews),Kelly Motorcars,"$65,977"
548,2011 Audi R8 5.2 quattro Spyder,"53,376 mi.",4.1,(297 reviews),Leesburg Auto Import,"$92,987"
549,2018 Audi Q5 2.0T Tech Premium,"18,267 mi.",4.6,(546 reviews),AutoNation Toyota Spokane Valley,"$39,676"
550,2021 Audi Q8 55 Premium,"10,950 mi.",4.8,"(4,547 reviews)",Motor Werks - Barrington Auto Mall,"$84,991"
551,2015 Audi A6 2.0T Premium Plus,"68,672 mi.",4.6,(39 reviews),Platinum Motor Cars,"$24,990"
552,2018 Audi Q7 3.0T Premium Plus,"28,579 mi.",3.9,(268 reviews),Audi Brooklyn,"$43,990"
553,2021 Audi e-tron Premium,"3,818 mi.",5.0,"(1,091 reviews)",Audi Lakeland,"$67,998"
554,2016 Audi A6 3.0T Premium Plus,"52,001 mi.",4.6,(584 reviews),Toyota of Gastonia,"$28,699"
555,2021 Audi RS Q8 4.0T quattro,"4,169 mi.",4.7,"(1,109 reviews)",BMW of Freeport,"$149,943"
556,2019 Audi Q8 3.0T Premium,"29,213 mi.",4.9,(591 reviews),Novak Motors,"$67,574"
557,2018 Audi S6 4.0T Premium Plus,"14,701 mi.",4.6,(39 reviews),DARCARS Lexus of Greenwich,"$56,372"
558,2016 Audi Q5 2.0T Premium Plus,"49,798 mi.",4.2,(307 reviews),NYC Motor Cars,"$22,980"
559,2014 Audi Q5 2.0T Premium Plus,"64,307 mi.",4.4,(6 reviews),Platinum Motors,"$21,474"
560,2018 Audi Q7 3.0T Premium Plus,"60,126 mi.",3.9,(268 reviews),Audi Brooklyn,"$41,777"
561,2018 Audi A3 2.0T Premium,"13,956 mi.",4.9,(48 reviews),EchoPark Automotive Las Vegas,"$30,339"
562,2021 Audi e-tron Premium,"16,313 mi.",5.0,"(1,091 reviews)",Audi Lakeland,"$65,498"
563,2018 Audi Q5 2.0T Premium,"21,143 mi.",4.6,(774 reviews),Audi Grapevine,"$37,000"
564,2011 Audi R8 4.2 quattro Spyder,"27,565 mi.",5.0,(2 reviews),European Exotic Center,"$89,995"
565,2019 Audi Q8 3.0T Premium,"12,451 mi.",4.4,(83 reviews),Perillo Downers Grove,"$75,929"
566,2018 Audi RS 3 2.5T,"32,483 mi.",4.4,(63 reviews),Kelly Motorcars,"$65,977"
567,2011 Audi R8 5.2 quattro Spyder,"53,376 mi.",4.1,(297 reviews),Leesburg Auto Import,"$92,987"
568,2018 Audi Q5 2.0T Tech Premium,"18,267 mi.",4.6,(546 reviews),AutoNation Toyota Spokane Valley,"$39,676"
569,2021 Audi Q8 55 Premium,"10,950 mi.",4.8,"(4,547 reviews)",Motor Werks - Barrington Auto Mall,"$84,991"
570,2015 Audi A6 2.0T Premium Plus,"68,672 mi.",4.6,(39 reviews),Platinum Motor Cars,"$24,990"
571,2018 Audi Q7 3.0T Premium Plus,"28,579 mi.",3.9,(268 reviews),Audi Brooklyn,"$43,990"
572,2021 Audi e-tron Premium,"3,818 mi.",5.0,"(1,091 reviews)",Audi Lakeland,"$67,998"
573,2016 Audi A6 3.0T Premium Plus,"52,001 mi.",4.6,(584 reviews),Toyota of Gastonia,"$28,699"
574,2021 Audi RS Q8 4.0T quattro,"4,169 mi.",4.7,"(1,109 reviews)",BMW of Freeport,"$149,943"
575,2019 Audi Q8 3.0T Premium,"29,213 mi.",4.9,(591 reviews),Novak Motors,"$67,574"
576,2018 Audi S6 4.0T Premium Plus,"14,701 mi.",4.6,(39 reviews),DARCARS Lexus of Greenwich,"$56,372"
577,2016 Audi Q5 2.0T Premium Plus,"49,798 mi.",4.2,(307 reviews),NYC Motor Cars,"$22,980"
578,2014 Audi Q5 2.0T Premium Plus,"64,307 mi.",4.4,(6 reviews),Platinum Motors,"$21,474"
579,2018 Audi Q7 3.0T Premium Plus,"60,126 mi.",3.9,(268 reviews),Audi Brooklyn,"$41,777"
